id,input_matrix,output_matrix,functions
199,"[[4 4 7 7 7 4 4 7 4 4]
 [4 7 7 7 7 7 4 7 4 7]
 [7 4 4 7 7 7 4 7 7 7]
 [7 7 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 4 7 7 7 7]
 [4 7 4 7 7 7 7 7 7 7]
 [7 7 7 4 7 4 7 7 7 7]
 [7 5 5 5 7 7 4 7 7 7]
 [7 7 9 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 7 4]]","[[4 4 7 7 7 4 4 7 4 4]
 [4 7 7 7 7 7 4 7 4 7]
 [7 7 7 7 7 7 4 7 7 7]
 [7 7 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 4 7 7 7 7]
 [4 7 7 7 7 7 7 7 7 7]
 [7 7 7 4 7 4 7 7 7 7]
 [7 5 5 5 7 7 4 7 7 7]
 [7 7 9 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 7 4]]","['tuple', 'len', 'mostcolor', 'objects', 'count', 'set', 'sorted', 'items', 'next', 'any', 'shoot', 'neighbors', 'extend', 'paint', 'canvas']"
200,"[[7 7 7 7 7 7 7 7 7 7 7 7]
 [4 7 7 4 7 7 4 7 7 7 7 7]
 [7 7 7 7 7 7 4 7 4 7 7 7]
 [7 7 4 7 7 4 7 7 7 7 4 4]
 [7 4 7 7 7 7 7 7 4 7 7 7]
 [7 4 7 7 7 7 7 7 4 4 7 4]
 [7 4 4 7 7 7 5 7 7 4 4 7]
 [4 7 7 7 4 7 5 9 7 7 7 4]
 [4 7 7 4 4 4 5 7 7 7 4 4]
 [7 7 4 7 4 7 7 7 4 7 7 7]
 [7 7 4 7 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 7 4 7 7]
 [7 4 7 7 7 7 4 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 7 7 7 7]]","[[7 7 7 7 7 7 7 7 7 7 7 7]
 [4 7 7 4 7 7 4 7 7 7 7 7]
 [7 7 7 7 7 7 4 7 4 7 7 7]
 [7 7 4 7 7 4 7 7 7 7 4 4]
 [7 4 7 7 7 7 7 7 4 7 7 7]
 [7 4 7 7 7 7 7 7 4 4 7 4]
 [7 4 4 7 7 7 5 7 7 4 4 7]
 [7 7 7 7 7 7 5 9 7 7 7 4]
 [7 7 7 7 7 7 5 7 7 7 4 4]
 [7 7 4 7 7 7 7 7 4 7 7 7]
 [7 7 4 7 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 7 4 7 7]
 [7 4 7 7 7 7 4 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 7 7 7 7]]","['tuple', 'len', 'mostcolor', 'objects', 'count', 'set', 'sorted', 'items', 'next', 'any', 'shoot', 'neighbors', 'extend', 'paint', 'canvas']"
201,"[[7 4 7 7 7 7 7 7 7 7 7 7 7]
 [4 4 7 7 5 7 7 4 7 7 7 7 7]
 [4 4 7 9 5 7 7 4 7 4 4 7 7]
 [7 7 7 7 5 7 7 4 7 4 7 7 4]
 [7 7 7 7 7 7 7 4 7 7 7 7 7]
 [7 7 7 7 7 7 4 4 4 7 7 7 7]
 [7 4 7 7 7 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 7 7 7 4 7]
 [7 7 7 7 4 7 7 7 7 7 4 7 7]
 [7 4 7 4 7 7 7 7 7 7 7 7 7]]","[[7 4 7 7 7 7 7 7 7 7 7 7 7]
 [4 4 7 7 5 7 7 7 7 7 7 7 7]
 [4 4 7 9 5 7 7 7 7 7 7 7 7]
 [7 7 7 7 5 7 7 7 7 7 7 7 4]
 [7 7 7 7 7 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 7 7 7 7 7]
 [7 4 7 7 7 7 7 7 7 7 7 7 7]
 [7 7 7 7 7 7 7 7 7 7 7 4 7]
 [7 7 7 7 4 7 7 7 7 7 4 7 7]
 [7 4 7 4 7 7 7 7 7 7 7 7 7]]","['tuple', 'len', 'mostcolor', 'objects', 'count', 'set', 'sorted', 'items', 'next', 'any', 'shoot', 'neighbors', 'extend', 'paint', 'canvas']"
202,"[[0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 8 0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0]
 [2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 1 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 1 0 0 1 0 8 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 8 0 0 8 0 0 0 0 0 0 0 0 8 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [2 0 0 0 0 0 0 0 8 0 0 1 0 0 0 0 0 0 0 2]
 [8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","['tuple', 'len', 'palette', 'float', 'colorcount', 'canvas', 'list', 'range']"
203,"[[0 0 0 0 0 2 2 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0]
 [2 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 5 2 0 5 2 0 5 0 0 0 0 0 2 0 0 0]
 [0 0 0 0 5 5 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0]
 [5 0 0 2 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0]
 [0 0 0 2 0 0 0 2 0 0 2 0 0 0 0 0 0 0 2 0 5 0]
 [0 0 2 0 0 0 0 0 0 5 5 0 0 5 0 0 0 0 0 2 5 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0]
 [3 0 0 5 5 0 2 5 0 0 0 0 0 0 0 0 0 0 0 0 2 3]
 [0 0 0 0 0 0 0 0 0 2 0 2 5 0 5 0 0 0 2 0 0 0]
 [0 0 2 0 0 0 0 0 5 0 0 3 0 0 0 0 0 5 0 5 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]
 [3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
 [0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]]","['tuple', 'len', 'palette', 'float', 'colorcount', 'canvas', 'list', 'range']"
204,"[[0 4 4 0 0 0 0 4 0 0 0 0 0 8 0 4 0]
 [0 0 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 5]
 [4 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 4 0 0 0 5 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 4 5 0 0 0 0 0 0 0 5]
 [0 4 0 0 0 5 0 0 0 0 4 0 0 0 4 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 4]
 [0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0]
 [0 0 0 0 0 0 4 0 0 0 0 4 0 0 0 0 0]
 [8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8]
 [4 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0]
 [0 5 0 0 0 0 0 0 0 0 0 0 4 0 0 4 0]
 [0 0 0 0 0 0 4 0 4 0 0 0 0 0 0 4 0]
 [4 0 4 0 4 0 0 0 4 5 0 0 0 8 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0]]","['tuple', 'len', 'palette', 'float', 'colorcount', 'canvas', 'list', 'range']"
205,"[[6 6 6 6]
 [6 9 6 1]
 [4 6 6 2]
 [6 6 5 6]]","[[6 6 6 6]
 [6 6 6 6]
 [6 6 2 2]
 [6 6 2 2]]","['tuple', 'len', 'mostcolor', 'range', 'min', 'keys', 'abs', 'frozenset', 'fill']"
206,"[[5 6 0 6]
 [6 6 6 6]
 [6 2 6 6]
 [6 6 6 4]]","[[6 6 6 6]
 [6 6 6 6]
 [2 2 6 6]
 [2 2 6 6]]","['tuple', 'len', 'mostcolor', 'range', 'min', 'keys', 'abs', 'frozenset', 'fill']"
207,"[[6 9 0 0]
 [9 6 1 6]
 [6 6 6 1]
 [8 6 6 2]]","[[6 6 6 6]
 [6 6 6 6]
 [6 6 2 2]
 [6 6 2 2]]","['tuple', 'len', 'mostcolor', 'range', 'min', 'keys', 'abs', 'frozenset', 'fill']"
208,"[[8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 1 1 0 0 0 0 0 0 8 8 8 8 8 8 8 8 8]
 [8 8 1 0 0 0 0 0 0 0 8 8 8 8 8 8 8 8 8]
 [8 8 0 0 0 0 0 0 0 0 8 8 8 8 8 8 8 8 8]
 [8 8 0 0 0 0 0 0 0 0 8 8 8 8 8 8 8 8 8]
 [8 8 0 0 0 0 0 0 0 0 8 8 8 8 8 8 8 8 8]
 [8 8 0 0 0 0 0 0 0 0 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 0 0 0 0 0 0 0 0 0 8 8 8]
 [8 8 8 8 8 8 8 0 0 0 0 0 0 0 0 0 8 8 8]
 [8 8 8 8 8 8 8 0 0 0 0 0 0 0 0 0 8 8 8]
 [8 8 8 8 8 8 8 0 0 0 0 0 0 0 3 0 8 8 8]
 [8 8 8 8 8 8 8 0 0 0 0 0 0 3 0 3 8 8 8]
 [8 8 8 8 8 8 8 0 0 0 0 0 0 3 3 3 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]]","[[8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 1 1 1 1 1 1 1 1 8 8 8 8 8 8 8 8 8]
 [8 8 1 0 1 0 1 0 1 0 8 8 8 8 8 8 8 8 8]
 [8 8 1 1 1 1 1 1 1 1 8 8 8 8 8 8 8 8 8]
 [8 8 1 0 1 0 1 0 1 0 8 8 8 8 8 8 8 8 8]
 [8 8 1 1 1 1 1 1 1 1 8 8 8 8 8 8 8 8 8]
 [8 8 1 0 1 0 1 0 1 0 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 0 3 0 0 3 0 0 3 0 8 8 8]
 [8 8 8 8 8 8 8 3 0 3 3 0 3 3 0 3 8 8 8]
 [8 8 8 8 8 8 8 3 3 3 3 3 3 3 3 3 8 8 8]
 [8 8 8 8 8 8 8 0 3 0 0 3 0 0 3 0 8 8 8]
 [8 8 8 8 8 8 8 3 0 3 3 0 3 3 0 3 8 8 8]
 [8 8 8 8 8 8 8 3 3 3 3 3 3 3 3 3 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]]","['tuple', 'mostcolor', 'objects', 'in', 'min', 'max', 'range', 'paint']"
209,"[[8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 2 2 2 0 0 0 8 8 8 8 8]
 [8 8 0 2 2 0 0 0 8 8 8 8 8]
 [8 8 2 0 2 0 0 0 8 8 8 8 8]
 [8 8 0 0 0 0 0 0 8 8 8 8 8]
 [8 8 0 0 0 0 0 0 8 8 8 8 8]
 [8 8 0 0 0 0 0 0 8 8 8 8 8]
 [8 8 0 0 0 0 0 0 8 8 8 8 8]
 [8 8 0 0 0 0 0 0 8 8 8 8 8]
 [8 8 0 0 0 0 0 0 8 8 8 8 8]
 [8 8 0 0 0 0 0 0 8 8 8 8 8]
 [8 8 0 0 0 0 0 0 8 8 8 8 8]
 [8 8 0 0 0 0 0 0 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8]]","[[8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 2 2 2 2 2 2 8 8 8 8 8]
 [8 8 0 2 2 0 2 2 8 8 8 8 8]
 [8 8 2 0 2 2 0 2 8 8 8 8 8]
 [8 8 2 2 2 2 2 2 8 8 8 8 8]
 [8 8 0 2 2 0 2 2 8 8 8 8 8]
 [8 8 2 0 2 2 0 2 8 8 8 8 8]
 [8 8 2 2 2 2 2 2 8 8 8 8 8]
 [8 8 0 2 2 0 2 2 8 8 8 8 8]
 [8 8 2 0 2 2 0 2 8 8 8 8 8]
 [8 8 2 2 2 2 2 2 8 8 8 8 8]
 [8 8 0 2 2 0 2 2 8 8 8 8 8]
 [8 8 2 0 2 2 0 2 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8]]","['tuple', 'mostcolor', 'objects', 'in', 'min', 'max', 'range', 'paint']"
210,"[[8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 0 0 0 0 0 0 2 0 2 0 8 8 8 8 8]
 [8 8 8 8 8 8 0 0 0 0 0 2 2 0 2 2 8 8 8 8 8]
 [8 8 8 8 8 8 0 0 0 0 0 0 2 2 2 0 8 8 8 8 8]
 [8 8 8 8 8 8 0 0 0 0 0 0 0 0 0 0 8 8 8 8 8]
 [8 8 8 8 8 8 0 0 0 0 0 0 0 0 0 0 8 8 8 8 8]
 [8 8 8 8 8 8 0 0 0 0 0 0 0 0 0 0 8 8 8 8 8]
 [8 8 8 8 8 8 0 0 0 0 0 0 0 0 0 0 8 8 8 8 8]
 [8 8 8 8 8 8 0 0 0 0 0 0 0 0 0 0 8 8 8 8 8]
 [8 8 8 8 8 8 0 0 0 0 0 0 0 0 0 0 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 8]
 [8 8 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 8]
 [8 8 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 8]
 [8 8 8 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 8 8 8]
 [8 8 8 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 8]
 [8 8 8 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]]","[[8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 0 2 0 2 0 0 2 0 2 0 8 8 8 8 8]
 [8 8 8 8 8 8 2 2 0 2 2 2 2 0 2 2 8 8 8 8 8]
 [8 8 8 8 8 8 0 2 2 2 0 0 2 2 2 0 8 8 8 8 8]
 [8 8 8 8 8 8 0 2 0 2 0 0 2 0 2 0 8 8 8 8 8]
 [8 8 8 8 8 8 2 2 0 2 2 2 2 0 2 2 8 8 8 8 8]
 [8 8 8 8 8 8 0 2 2 2 0 0 2 2 2 0 8 8 8 8 8]
 [8 8 8 8 8 8 0 2 0 2 0 0 2 0 2 0 8 8 8 8 8]
 [8 8 8 8 8 8 2 2 0 2 2 2 2 0 2 2 8 8 8 8 8]
 [8 8 8 8 8 8 0 2 2 2 0 0 2 2 2 0 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8]
 [8 8 8 0 4 0 0 4 0 0 4 0 0 4 0 0 4 0 8 8 8]
 [8 8 8 4 0 4 4 0 4 4 0 4 4 0 4 4 0 4 8 8 8]
 [8 8 8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8]
 [8 8 8 0 4 0 0 4 0 0 4 0 0 4 0 0 4 0 8 8 8]
 [8 8 8 4 0 4 4 0 4 4 0 4 4 0 4 4 0 4 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]
 [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]]","['tuple', 'mostcolor', 'objects', 'in', 'min', 'max', 'range', 'paint']"
211,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 4 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 4 4 4 4 4 4 4 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 4 4 2 4 4 4 4 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 4 4 4 4 4 4 4 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 4 4 4 4 4 2 4 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 4 2 4 4 4 4 4 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 4 4 4 4 4 4 4 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 3 4 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 3 4 3 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 3 4 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 2 2 4 4 4 4 4 4 4 2 2 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 2 2 4 4 2 4 4 4 4 2 2 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 2 2 4 4 4 4 4 4 4 2 2 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 2 2 4 4 4 4 4 2 4 2 2 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 2 2 4 2 4 4 4 4 4 2 2 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 2 2 4 4 4 4 4 4 4 2 2 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","['tuple', 'mostcolor', 'objects', 'min', 'set', 'count', 'zip', 'max', 'range', 'paint']"
